order_id,user_id,session_id,order_date,country,device,ab_group,category,order_value_eur,items_count,is_returned
ORD000829,U01235,S004336,2023-08-04,RO,Android,control,Fashion,74.94,2,0
ORD000830,U01235,S004338,2023-07-08,RO,Android,control,Beauty,274.63,4,1
ORD000831,U01238,S004351,2023-08-07,PL,iOS,variant,Beauty,228.07,4,0
ORD000832,U01239,S004355,2023-06-24,PL,iOS,variant,Beauty,299.08,1,0
ORD000833,U01240,S004356,2023-07-22,DE,iOS,variant,Fashion,77.22,1,0
ORD000834,U01243,S004365,2023-06-27,DE,Android,control,Electronics,248.78,2,0
ORD000835,U01245,S004373,2023-07-03,PL,iOS,variant,Fashion,276.92,1,0
ORD000836,U01246,S004375,2023-06-17,DE,Android,control,Home & Garden,243.29,6,0
ORD000837,U01247,S004377,2023-08-11,PL,iOS,control,Fashion,174.33,3,0
ORD000838,U01250,S004387,2023-06-06,RO,iOS,control,Sports,191.83,6,0
ORD000839,U01250,S004389,2023-06-17,RO,iOS,control,Beauty,227.97,1,0
ORD000840,U01252,S004392,2023-08-29,PL,iOS,control,Electronics,254.34,1,0
ORD000841,U01252,S004394,2023-06-24,PL,iOS,variant,Beauty,102.77,2,0
ORD000842,U01254,S004403,2023-08-16,DE,Android,variant,Sports,230.0,3,0
ORD000843,U01255,S004404,2023-06-30,DE,iOS,variant,Fashion,131.26,6,1
ORD000844,U01257,S004412,2023-08-25,DE,Android,control,Home & Garden,213.89,3,1
ORD000845,U01259,S004417,2023-07-15,PL,Android,control,Sports,22.37,1,0
ORD000846,U01259,S004419,2023-07-22,PL,Android,variant,Home & Garden,97.96,6,0
ORD000847,U01260,S004422,2023-07-20,CZ,Android,control,Beauty,91.49,2,0
ORD000848,U01261,S004424,2023-06-10,DE,Android,variant,Home & Garden,169.05,5,0
ORD000849,U01263,S004435,2023-08-08,DE,Android,control,Home & Garden,21.97,2,0
ORD000850,U01263,S004436,2023-07-22,DE,Android,variant,Fashion,251.52,4,0
ORD000851,U01265,S004442,2023-06-28,DE,iOS,variant,Electronics,88.4,4,0
ORD000852,U01269,S004452,2023-06-12,DE,Android,variant,Electronics,259.81,1,0
ORD000853,U01269,S004456,2023-08-11,DE,Android,variant,Home & Garden,283.6,3,0
ORD000854,U01270,S004457,2023-06-05,PL,Android,control,Electronics,98.89,1,0
ORD000855,U01270,S004458,2023-06-18,PL,Android,control,Fashion,273.96,3,0
ORD000856,U01270,S004459,2023-08-25,PL,Android,variant,Fashion,114.33,6,0
ORD000857,U01272,S004466,2023-08-28,DE,Android,variant,Electronics,114.38,6,0
ORD000858,U01274,S004473,2023-07-27,DE,Android,variant,Beauty,246.05,4,0
ORD000859,U01275,S004475,2023-06-08,PL,Android,control,Fashion,253.88,3,0
ORD000860,U01277,S004481,2023-08-20,CZ,Android,control,Electronics,38.84,4,0
ORD000861,U01282,S004500,2023-06-11,DE,Android,variant,Fashion,55.37,6,0
ORD000862,U01285,S004513,2023-06-01,SK,iOS,control,Home & Garden,38.52,6,0
ORD000863,U01288,S004520,2023-08-20,PL,Android,variant,Fashion,220.5,4,1
ORD000864,U01288,S004521,2023-08-18,PL,Android,control,Electronics,106.41,6,0
ORD000865,U01289,S004523,2023-07-12,PL,iOS,variant,Beauty,24.16,4,0
ORD000866,U01290,S004527,2023-07-12,SK,Android,control,Beauty,110.84,6,0
ORD000867,U01292,S004533,2023-07-31,DE,Android,variant,Fashion,243.26,5,0
ORD000868,U01294,S004536,2023-07-07,PL,iOS,control,Electronics,298.93,4,0
ORD000869,U01295,S004541,2023-06-08,DE,iOS,control,Home & Garden,36.4,4,1
ORD000870,U01295,S004543,2023-07-27,DE,iOS,variant,Electronics,265.78,6,0
ORD000871,U01297,S004550,2023-07-23,PL,iOS,variant,Sports,117.5,4,0
ORD000872,U01298,S004553,2023-07-20,DE,Android,control,Beauty,175.43,1,0
ORD000873,U01299,S004558,2023-06-23,DE,Android,control,Sports,201.34,1,0
ORD000874,U01300,S004561,2023-07-16,DE,Android,variant,Home & Garden,123.56,3,0
ORD000875,U01301,S004562,2023-06-24,PL,Android,variant,Sports,86.74,4,0
ORD000876,U01301,S004563,2023-08-10,PL,Android,variant,Home & Garden,245.02,4,0
ORD000877,U01302,S004565,2023-06-15,DE,Android,variant,Sports,55.39,4,0
ORD000878,U01302,S004566,2023-07-28,DE,Android,variant,Fashion,87.91,5,0
ORD000879,U01303,S004570,2023-08-12,DE,Android,variant,Home & Garden,133.28,2,0
ORD000880,U01303,S004572,2023-08-23,DE,Android,variant,Electronics,153.07,4,0
ORD000881,U01305,S004576,2023-08-10,PL,Android,control,Fashion,64.73,1,0
ORD000882,U01305,S004578,2023-07-20,PL,Android,variant,Fashion,264.39,1,0
ORD000883,U01307,S004583,2023-08-03,DE,iOS,control,Sports,60.38,3,1
ORD000884,U01312,S004598,2023-08-10,PL,iOS,variant,Sports,37.38,5,1
ORD000885,U01312,S004599,2023-08-29,PL,iOS,control,Home & Garden,281.63,1,0
ORD000886,U01313,S004601,2023-08-18,DE,iOS,control,Beauty,212.81,6,0
ORD000887,U01315,S004609,2023-08-20,RO,Android,variant,Sports,153.27,6,0
ORD000888,U01315,S004610,2023-07-11,RO,Android,variant,Sports,234.64,4,0
ORD000889,U01316,S004613,2023-08-13,DE,Android,variant,Fashion,152.6,1,0
ORD000890,U01318,S004620,2023-08-28,SK,Android,control,Sports,127.44,4,0
ORD000891,U01322,S004632,2023-07-19,DE,Android,control,Fashion,25.28,5,0
ORD000892,U01323,S004635,2023-07-05,DE,Android,variant,Fashion,66.01,2,0
ORD000893,U01325,S004645,2023-08-06,DE,Android,variant,Electronics,134.29,6,0
ORD000894,U01325,S004646,2023-06-07,DE,Android,control,Home & Garden,288.26,5,0
ORD000895,U01328,S004653,2023-06-18,PL,Android,variant,Electronics,110.19,5,0
ORD000896,U01329,S004659,2023-07-11,PL,Android,control,Fashion,261.33,4,0
ORD000897,U01331,S004663,2023-08-28,DE,Android,control,Electronics,204.43,2,0
ORD000898,U01332,S004667,2023-07-18,DE,Android,variant,Fashion,54.81,5,0
ORD000899,U01333,S004669,2023-06-22,DE,Android,control,Fashion,93.43,3,0
ORD000900,U01334,S004674,2023-06-12,CZ,Android,variant,Beauty,45.08,4,0
ORD000901,U01335,S004679,2023-06-01,DE,Android,variant,Electronics,259.35,1,0
ORD000902,U01338,S004690,2023-08-13,PL,iOS,variant,Electronics,268.04,2,1
ORD000903,U01339,S004692,2023-06-27,PL,iOS,variant,Sports,63.69,3,1
ORD000904,U01343,S004705,2023-06-11,DE,iOS,variant,Sports,252.19,4,0
ORD000905,U01345,S004712,2023-06-01,DE,iOS,variant,Electronics,141.01,1,1
ORD000906,U01346,S004713,2023-08-02,DE,Android,variant,Home & Garden,170.64,1,0
ORD000907,U01346,S004714,2023-07-17,DE,Android,variant,Electronics,95.72,1,0
ORD000908,U01351,S004727,2023-08-16,CZ,Android,variant,Fashion,125.75,6,0
ORD000909,U01352,S004730,2023-06-04,DE,Android,variant,Electronics,134.53,1,0
ORD000910,U01356,S004747,2023-06-05,PL,iOS,variant,Home & Garden,285.35,5,1
ORD000911,U01357,S004750,2023-08-06,SK,iOS,variant,Electronics,231.37,1,0
ORD000912,U01361,S004768,2023-06-20,PL,iOS,control,Electronics,231.65,5,0
ORD000913,U01364,S004774,2023-06-26,DE,iOS,variant,Home & Garden,67.68,4,0
ORD000914,U01364,S004777,2023-07-18,DE,iOS,variant,Beauty,107.81,5,0
ORD000915,U01366,S004784,2023-07-10,CZ,iOS,control,Electronics,68.2,5,0
ORD000916,U01367,S004788,2023-06-22,DE,Android,variant,Fashion,164.08,5,0
ORD000917,U01368,S004795,2023-06-12,DE,Android,control,Fashion,156.72,2,0
ORD000918,U01370,S004799,2023-06-28,PL,iOS,control,Electronics,39.37,4,0
ORD000919,U01374,S004813,2023-06-14,PL,Android,variant,Fashion,176.55,4,0
ORD000920,U01375,S004818,2023-08-20,CZ,iOS,control,Electronics,59.62,2,0
ORD000921,U01375,S004819,2023-06-06,CZ,iOS,variant,Home & Garden,162.62,2,0
ORD000922,U01376,S004821,2023-06-20,DE,iOS,control,Home & Garden,296.63,4,0
ORD000923,U01376,S004824,2023-07-11,DE,iOS,control,Home & Garden,237.52,2,0
ORD000924,U01377,S004827,2023-07-09,DE,iOS,control,Electronics,195.39,1,0
ORD000925,U01380,S004836,2023-06-16,DE,Android,control,Fashion,19.71,3,0
ORD000926,U01383,S004845,2023-06-12,DE,Android,control,Sports,90.69,2,0
ORD000927,U01383,S004846,2023-06-14,DE,Android,variant,Beauty,153.66,5,0
ORD000928,U01384,S004849,2023-08-25,CZ,iOS,variant,Fashion,228.23,3,0
ORD000929,U01385,S004851,2023-06-08,PL,Android,variant,Electronics,31.36,6,1
ORD000930,U01386,S004856,2023-07-04,CZ,iOS,variant,Fashion,109.24,1,0
ORD000931,U01386,S004857,2023-06-01,CZ,iOS,control,Beauty,237.78,3,0
ORD000932,U01388,S004866,2023-07-20,DE,Android,variant,Beauty,105.57,4,0
ORD000933,U01388,S004867,2023-07-01,DE,Android,variant,Electronics,107.69,6,0
ORD000934,U01390,S004874,2023-06-22,CZ,Android,control,Fashion,299.9,1,0
ORD000935,U01393,S004885,2023-08-17,CZ,Android,variant,Fashion,64.96,2,0
ORD000936,U01396,S004897,2023-07-07,DE,Android,variant,Home & Garden,253.3,5,0
ORD000937,U01397,S004899,2023-07-18,PL,iOS,control,Sports,188.92,3,0
ORD000938,U01397,S004900,2023-06-24,PL,iOS,variant,Electronics,258.2,5,0
ORD000939,U01404,S004929,2023-07-22,RO,Android,variant,Sports,134.74,2,0
ORD000940,U01405,S004934,2023-06-14,CZ,Android,control,Electronics,274.21,1,0
ORD000941,U01407,S004939,2023-06-18,DE,iOS,variant,Electronics,181.64,2,0
ORD000942,U01407,S004941,2023-08-27,DE,iOS,control,Electronics,207.08,3,0
ORD000943,U01407,S004942,2023-07-26,DE,iOS,variant,Beauty,231.37,3,0
ORD000944,U01408,S004944,2023-06-17,DE,Android,variant,Fashion,298.87,4,0
ORD000945,U01408,S004946,2023-08-28,DE,Android,control,Sports,152.75,1,0
ORD000946,U01410,S004952,2023-08-28,PL,Android,variant,Sports,34.64,2,0
ORD000947,U01410,S004953,2023-08-04,PL,Android,control,Fashion,96.49,1,0
ORD000948,U01410,S004955,2023-06-05,PL,Android,control,Sports,98.12,6,0
ORD000949,U01412,S004960,2023-08-17,PL,iOS,variant,Beauty,273.34,6,0
ORD000950,U01412,S004961,2023-06-01,PL,iOS,control,Beauty,173.55,5,1
ORD000951,U01413,S004963,2023-07-23,DE,iOS,variant,Sports,120.15,1,0
ORD000952,U01414,S004971,2023-06-02,RO,Android,control,Electronics,227.46,2,0
ORD000953,U01415,S004973,2023-07-02,RO,iOS,variant,Sports,237.39,4,0
ORD000954,U01417,S004977,2023-08-01,DE,iOS,variant,Home & Garden,157.01,5,0
ORD000955,U01419,S004984,2023-07-15,DE,Android,variant,Fashion,287.5,2,0
ORD000956,U01420,S004986,2023-07-12,PL,iOS,variant,Home & Garden,117.73,2,0
ORD000957,U01420,S004987,2023-07-25,PL,iOS,control,Sports,16.39,5,0
ORD000958,U01421,S004990,2023-06-15,CZ,Android,variant,Beauty,248.15,6,0
ORD000959,U01423,S004994,2023-07-28,PL,Android,variant,Beauty,134.48,6,0
ORD000960,U01426,S005008,2023-07-16,DE,iOS,control,Fashion,164.83,3,1
ORD000961,U01428,S005015,2023-06-25,DE,iOS,control,Electronics,123.66,4,1
ORD000962,U01428,S005017,2023-06-07,DE,iOS,control,Electronics,162.18,5,0
ORD000963,U01429,S005019,2023-06-03,RO,iOS,control,Fashion,200.84,3,0
ORD000964,U01429,S005022,2023-08-11,RO,iOS,control,Beauty,173.64,5,0
ORD000965,U01433,S005033,2023-06-08,PL,iOS,variant,Home & Garden,56.39,3,0
ORD000966,U01435,S005038,2023-06-18,DE,Android,control,Fashion,187.59,1,0
ORD000967,U01436,S005042,2023-08-22,DE,Android,variant,Beauty,157.76,2,0
ORD000968,U01437,S005046,2023-08-09,CZ,iOS,variant,Fashion,260.24,6,0
ORD000969,U01438,S005048,2023-07-15,DE,iOS,control,Electronics,188.41,6,0
ORD000970,U01440,S005054,2023-08-27,DE,iOS,control,Sports,91.12,2,0
ORD000971,U01440,S005055,2023-07-24,DE,iOS,variant,Sports,226.05,4,1
ORD000972,U01443,S005067,2023-06-27,DE,iOS,variant,Beauty,142.95,2,0
ORD000973,U01446,S005079,2023-07-27,CZ,Android,control,Electronics,155.62,4,0
ORD000974,U01447,S005080,2023-06-17,DE,iOS,variant,Fashion,296.48,1,0
ORD000975,U01451,S005096,2023-07-06,DE,Android,variant,Beauty,159.22,6,1
ORD000976,U01452,S005100,2023-08-07,DE,Android,variant,Sports,122.02,1,0
ORD000977,U01456,S005112,2023-06-28,PL,Android,variant,Beauty,89.55,3,1
ORD000978,U01457,S005116,2023-08-10,DE,Android,control,Electronics,133.36,6,0
ORD000979,U01457,S005117,2023-07-25,DE,Android,variant,Sports,109.99,4,0
ORD000980,U01458,S005118,2023-07-11,DE,Android,variant,Electronics,109.31,6,0
ORD000981,U01458,S005119,2023-08-02,DE,Android,variant,Home & Garden,145.83,2,0
ORD000982,U01458,S005120,2023-06-26,DE,Android,variant,Sports,262.89,3,0
ORD000983,U01460,S005123,2023-08-22,PL,Android,variant,Fashion,147.28,4,0
ORD000984,U01461,S005126,2023-07-24,PL,iOS,control,Home & Garden,98.54,3,0
ORD000985,U01462,S005131,2023-08-06,DE,Android,control,Sports,129.68,5,0
ORD000986,U01464,S005140,2023-08-19,PL,iOS,variant,Electronics,65.88,2,0
ORD000987,U01465,S005144,2023-07-18,DE,iOS,variant,Fashion,92.59,5,1
ORD000988,U01467,S005148,2023-06-14,PL,iOS,variant,Sports,275.61,3,0
ORD000989,U01468,S005152,2023-07-29,CZ,Android,variant,Beauty,278.11,2,0
ORD000990,U01469,S005158,2023-08-27,CZ,iOS,variant,Sports,91.54,4,0
ORD000991,U01471,S005166,2023-07-23,DE,Android,variant,Home & Garden,94.58,5,0
ORD000992,U01472,S005168,2023-07-18,PL,Android,variant,Sports,147.75,1,0
ORD000993,U01474,S005174,2023-07-14,DE,Android,control,Sports,10.28,5,1
ORD000994,U01474,S005176,2023-06-20,DE,Android,control,Beauty,238.58,5,0
ORD000995,U01474,S005177,2023-07-06,DE,Android,variant,Beauty,118.62,2,0
ORD000996,U01476,S005180,2023-08-05,DE,Android,control,Electronics,12.06,3,0
ORD000997,U01480,S005193,2023-07-09,DE,Android,variant,Sports,235.6,3,0
ORD000998,U01484,S005207,2023-06-22,DE,iOS,control,Sports,171.49,6,0
ORD000999,U01485,S005210,2023-06-19,PL,Android,variant,Beauty,289.81,5,0
ORD001000,U01491,S005236,2023-07-30,CZ,Android,control,Beauty,205.29,2,0
ORD001001,U01492,S005238,2023-06-30,DE,iOS,control,Beauty,19.06,2,0
ORD001002,U01492,S005239,2023-08-16,DE,iOS,variant,Fashion,280.5,3,0
ORD001003,U01494,S005247,2023-06-26,DE,Android,variant,Fashion,286.86,6,0
ORD001004,U01496,S005251,2023-07-23,DE,Android,control,Home & Garden,202.3,6,0
ORD001005,U01497,S005254,2023-07-28,DE,iOS,control,Electronics,296.7,6,1
ORD001006,U01498,S005259,2023-08-22,DE,Android,variant,Fashion,270.47,4,0
ORD001007,U01500,S005265,2023-06-10,DE,iOS,control,Electronics,88.5,5,1
ORD001008,U01503,S005274,2023-08-21,PL,iOS,control,Fashion,87.74,4,0
ORD001009,U01503,S005276,2023-08-11,PL,iOS,variant,Home & Garden,51.68,5,0
ORD001010,U01506,S005286,2023-07-17,PL,Android,variant,Home & Garden,127.11,6,0
ORD001011,U01507,S005287,2023-06-03,PL,Android,control,Electronics,99.65,5,0
ORD001012,U01509,S005294,2023-07-20,DE,iOS,control,Sports,199.81,5,0
ORD001013,U01510,S005300,2023-08-15,PL,iOS,variant,Fashion,37.06,5,0
ORD001014,U01513,S005310,2023-08-10,PL,iOS,control,Fashion,47.6,4,0
ORD001015,U01514,S005312,2023-06-13,SK,iOS,variant,Fashion,179.78,2,0
ORD001016,U01515,S005317,2023-08-27,PL,Android,variant,Electronics,267.36,3,0
ORD001017,U01516,S005322,2023-08-08,DE,Android,variant,Beauty,161.51,2,0
ORD001018,U01517,S005326,2023-08-04,DE,Android,control,Sports,279.65,1,0
ORD001019,U01521,S005337,2023-07-21,CZ,Android,variant,Sports,37.32,2,0
ORD001020,U01522,S005340,2023-06-21,CZ,iOS,variant,Home & Garden,249.91,5,0
ORD001021,U01522,S005342,2023-06-17,CZ,iOS,variant,Fashion,184.27,1,0
ORD001022,U01524,S005350,2023-08-04,CZ,iOS,variant,Home & Garden,227.33,2,0
ORD001023,U01529,S005368,2023-08-07,DE,Android,variant,Beauty,219.21,2,0
ORD001024,U01530,S005369,2023-06-17,DE,iOS,variant,Home & Garden,213.82,1,0
ORD001025,U01533,S005384,2023-07-19,DE,Android,variant,Sports,89.33,3,0
ORD001026,U01534,S005386,2023-07-13,DE,Android,variant,Electronics,142.87,5,0
ORD001027,U01534,S005389,2023-07-30,DE,Android,control,Beauty,182.85,4,1
ORD001028,U01536,S005394,2023-07-16,DE,iOS,control,Beauty,202.99,3,0
ORD001029,U01536,S005398,2023-06-22,DE,iOS,control,Sports,240.83,6,1
ORD001030,U01538,S005401,2023-06-30,RO,Android,control,Home & Garden,180.31,5,0
ORD001031,U01540,S005406,2023-07-15,PL,iOS,variant,Fashion,161.34,6,0
ORD001032,U01541,S005412,2023-06-25,PL,Android,variant,Electronics,272.25,4,0
ORD001033,U01541,S005415,2023-07-11,PL,Android,variant,Home & Garden,90.86,3,0
ORD001034,U01542,S005416,2023-06-30,DE,iOS,variant,Electronics,41.19,1,1
ORD001035,U01542,S005419,2023-07-05,DE,iOS,variant,Home & Garden,285.53,5,0
ORD001036,U01543,S005421,2023-07-26,RO,Android,variant,Sports,195.95,2,0
ORD001037,U01543,S005422,2023-06-30,RO,Android,variant,Electronics,99.94,3,0
ORD001038,U01544,S005426,2023-07-01,PL,iOS,variant,Fashion,115.95,3,1
ORD001039,U01545,S005429,2023-06-12,PL,Android,control,Fashion,162.05,4,0
ORD001040,U01546,S005436,2023-07-18,DE,Android,variant,Beauty,293.64,6,0
ORD001041,U01552,S005453,2023-08-15,PL,Android,variant,Sports,233.93,3,0
ORD001042,U01553,S005457,2023-06-26,DE,Android,control,Fashion,180.17,3,0
ORD001043,U01554,S005461,2023-06-26,PL,Android,control,Sports,189.53,2,0
ORD001044,U01554,S005463,2023-06-18,PL,Android,control,Electronics,221.8,3,0
ORD001045,U01555,S005466,2023-07-13,CZ,Android,control,Electronics,182.31,6,0
ORD001046,U01556,S005469,2023-06-11,PL,iOS,variant,Beauty,109.06,6,0
ORD001047,U01561,S005485,2023-08-28,DE,Android,control,Beauty,132.24,6,0
ORD001048,U01562,S005492,2023-07-27,DE,Android,control,Beauty,58.18,5,0
ORD001049,U01563,S005495,2023-08-29,DE,iOS,variant,Fashion,126.48,5,0
ORD001050,U01565,S005501,2023-08-15,SK,Android,control,Electronics,221.05,5,1
ORD001051,U01568,S005512,2023-08-02,PL,iOS,control,Sports,224.73,5,1
ORD001052,U01569,S005514,2023-06-10,PL,Android,control,Beauty,205.01,4,0
ORD001053,U01570,S005516,2023-06-30,DE,iOS,variant,Sports,276.9,3,0
ORD001054,U01572,S005525,2023-08-13,PL,iOS,variant,Home & Garden,292.97,4,0
ORD001055,U01574,S005534,2023-08-16,PL,Android,control,Home & Garden,105.86,3,0
ORD001056,U01578,S005545,2023-07-22,DE,Android,variant,Electronics,180.39,3,0
ORD001057,U01580,S005554,2023-07-30,CZ,Android,control,Beauty,265.97,4,0
ORD001058,U01582,S005560,2023-06-14,DE,Android,variant,Home & Garden,54.64,2,0
ORD001059,U01582,S005563,2023-07-21,DE,Android,variant,Electronics,65.02,1,0
ORD001060,U01583,S005565,2023-08-28,DE,iOS,variant,Beauty,202.4,6,0
ORD001061,U01589,S005588,2023-08-22,PL,iOS,variant,Home & Garden,181.97,5,0
ORD001062,U01591,S005594,2023-07-05,DE,iOS,variant,Electronics,28.33,5,0
ORD001063,U01591,S005596,2023-06-14,DE,iOS,variant,Home & Garden,296.64,6,1
ORD001064,U01592,S005598,2023-06-16,CZ,Android,control,Electronics,295.14,1,0
ORD001065,U01593,S005601,2023-08-21,PL,iOS,variant,Home & Garden,73.54,2,0
ORD001066,U01594,S005604,2023-06-04,DE,iOS,control,Beauty,159.21,5,0
ORD001067,U01594,S005608,2023-07-23,DE,iOS,variant,Fashion,269.92,6,0
ORD001068,U01598,S005618,2023-06-21,DE,iOS,variant,Electronics,116.92,3,0
ORD001069,U01600,S005626,2023-07-04,DE,iOS,variant,Home & Garden,235.04,3,0
ORD001070,U01601,S005627,2023-06-08,PL,iOS,variant,Electronics,75.35,1,0
ORD001071,U01601,S005631,2023-08-20,PL,iOS,variant,Beauty,43.56,5,0
ORD001072,U01602,S005632,2023-07-17,SK,iOS,variant,Electronics,273.55,5,0
ORD001073,U01603,S005637,2023-08-23,CZ,iOS,variant,Beauty,140.08,6,0
ORD001074,U01603,S005639,2023-07-23,CZ,iOS,variant,Sports,150.02,4,0
ORD001075,U01605,S005643,2023-08-23,DE,Android,control,Home & Garden,212.49,6,0
ORD001076,U01605,S005644,2023-08-24,DE,Android,variant,Beauty,33.95,4,0
ORD001077,U01613,S005675,2023-07-29,DE,Android,control,Electronics,100.46,6,0
ORD001078,U01617,S005688,2023-06-11,CZ,iOS,control,Electronics,82.65,3,0
ORD001079,U01617,S005689,2023-08-07,CZ,iOS,control,Home & Garden,267.4,3,0
ORD001080,U01619,S005695,2023-08-04,PL,Android,variant,Fashion,171.33,5,0
ORD001081,U01623,S005709,2023-07-29,DE,Android,control,Electronics,164.01,1,1
ORD001082,U01624,S005715,2023-06-28,PL,iOS,variant,Home & Garden,100.12,4,0
ORD001083,U01627,S005724,2023-07-04,PL,Android,control,Fashion,181.34,1,0
ORD001084,U01629,S005730,2023-06-09,DE,iOS,variant,Fashion,228.22,5,0
ORD001085,U01635,S005750,2023-08-02,PL,Android,control,Sports,137.08,1,0
ORD001086,U01636,S005754,2023-06-19,CZ,Android,variant,Home & Garden,47.7,1,0
ORD001087,U01637,S005758,2023-06-05,DE,Android,control,Home & Garden,43.83,3,1
ORD001088,U01642,S005772,2023-08-15,DE,iOS,variant,Fashion,262.31,1,0
ORD001089,U01643,S005777,2023-07-22,DE,iOS,variant,Fashion,159.38,2,0
ORD001090,U01645,S005785,2023-08-09,CZ,iOS,variant,Electronics,65.55,1,0
ORD001091,U01645,S005786,2023-07-11,CZ,iOS,control,Fashion,68.22,2,0
ORD001092,U01645,S005789,2023-07-10,CZ,iOS,control,Beauty,206.5,2,0
ORD001093,U01648,S005798,2023-08-25,PL,Android,control,Fashion,190.74,5,0
ORD001094,U01649,S005800,2023-06-24,DE,Android,variant,Electronics,147.1,2,0
ORD001095,U01650,S005804,2023-08-21,DE,Android,variant,Home & Garden,252.18,6,0
ORD001096,U01652,S005811,2023-07-07,DE,Android,variant,Sports,26.33,3,1
ORD001097,U01653,S005812,2023-06-08,DE,Android,variant,Sports,212.12,2,0
ORD001098,U01653,S005813,2023-07-01,DE,Android,variant,Beauty,235.15,2,0
ORD001099,U01654,S005814,2023-06-02,SK,iOS,control,Home & Garden,162.51,2,0
ORD001100,U01659,S005829,2023-06-05,DE,Android,variant,Fashion,21.89,6,0
ORD001101,U01659,S005832,2023-08-07,DE,Android,variant,Sports,89.05,4,1
ORD001102,U01660,S005834,2023-06-30,CZ,Android,variant,Home & Garden,116.07,2,0
ORD001103,U01661,S005840,2023-08-20,DE,Android,control,Home & Garden,236.48,5,0
ORD001104,U01664,S005849,2023-08-10,CZ,Android,variant,Fashion,216.04,5,1
ORD001105,U01665,S005853,2023-07-07,CZ,Android,variant,Electronics,14.43,2,0
ORD001106,U01669,S005868,2023-06-02,DE,Android,variant,Home & Garden,161.24,1,0
ORD001107,U01669,S005870,2023-06-27,DE,Android,variant,Sports,64.82,6,0
ORD001108,U01670,S005872,2023-07-23,PL,Android,control,Fashion,170.29,4,1
ORD001109,U01671,S005877,2023-07-10,DE,Android,variant,Electronics,291.33,5,0
ORD001110,U01671,S005879,2023-06-27,DE,Android,variant,Fashion,222.6,3,0
ORD001111,U01672,S005882,2023-08-04,DE,Android,control,Sports,246.78,4,0
ORD001112,U01672,S005883,2023-06-09,DE,Android,variant,Fashion,97.93,4,0
ORD001113,U01673,S005886,2023-08-02,PL,Android,control,Home & Garden,284.83,2,0
ORD001114,U01675,S005894,2023-06-14,DE,Android,variant,Sports,112.12,5,0
ORD001115,U01677,S005901,2023-06-23,CZ,iOS,control,Electronics,113.69,2,0
ORD001116,U01684,S005925,2023-08-25,DE,iOS,control,Beauty,10.97,6,1
ORD001117,U01684,S005926,2023-06-08,DE,iOS,control,Beauty,201.52,6,0
ORD001118,U01685,S005927,2023-06-09,SK,iOS,control,Electronics,136.17,6,0
ORD001119,U01687,S005937,2023-07-18,DE,Android,control,Sports,95.0,2,0
ORD001120,U01688,S005943,2023-08-12,RO,iOS,variant,Electronics,164.14,6,1
ORD001121,U01689,S005945,2023-08-19,PL,Android,variant,Home & Garden,208.47,4,0
ORD001122,U01691,S005955,2023-06-26,PL,Android,variant,Fashion,272.83,6,0
ORD001123,U01692,S005957,2023-06-15,DE,iOS,control,Sports,106.46,5,0
ORD001124,U01692,S005958,2023-07-22,DE,iOS,variant,Fashion,231.1,5,0
ORD001125,U01693,S005959,2023-06-21,DE,iOS,variant,Beauty,145.47,5,0
ORD001126,U01693,S005962,2023-06-29,DE,iOS,control,Home & Garden,189.12,1,0
ORD001127,U01694,S005965,2023-06-23,CZ,Android,control,Home & Garden,122.89,3,0
ORD001128,U01694,S005966,2023-08-04,CZ,Android,variant,Beauty,130.23,6,0
ORD001129,U01694,S005967,2023-07-24,CZ,Android,variant,Fashion,120.12,2,0
ORD001130,U01696,S005972,2023-08-11,DE,Android,variant,Electronics,43.26,1,1
ORD001131,U01700,S005988,2023-07-20,SK,iOS,variant,Sports,159.82,4,0
ORD001132,U01702,S005996,2023-08-11,PL,iOS,control,Sports,284.51,5,0
ORD001133,U01703,S005998,2023-07-12,PL,iOS,control,Fashion,297.14,1,0
ORD001134,U01703,S006002,2023-07-31,PL,iOS,variant,Sports,18.85,5,0
ORD001135,U01706,S006009,2023-06-19,DE,iOS,control,Beauty,221.41,6,0
ORD001136,U01710,S006023,2023-07-29,DE,iOS,variant,Electronics,67.52,2,1
ORD001137,U01711,S006026,2023-06-26,DE,Android,variant,Sports,282.0,6,0
ORD001138,U01711,S006027,2023-06-23,DE,Android,control,Fashion,297.66,4,0
ORD001139,U01711,S006030,2023-08-04,DE,Android,variant,Sports,252.36,1,0
ORD001140,U01712,S006034,2023-06-12,DE,iOS,control,Home & Garden,69.59,1,0
ORD001141,U01712,S006035,2023-07-18,DE,iOS,control,Home & Garden,35.06,6,0
ORD001142,U01713,S006037,2023-08-06,PL,Android,control,Electronics,248.37,2,0
ORD001143,U01714,S006043,2023-07-15,PL,Android,control,Fashion,246.98,5,0
ORD001144,U01716,S006049,2023-07-05,DE,iOS,variant,Home & Garden,74.71,3,0
ORD001145,U01716,S006050,2023-07-09,DE,iOS,control,Fashion,137.59,4,0
ORD001146,U01720,S006063,2023-08-17,DE,Android,variant,Sports,295.67,1,0
ORD001147,U01721,S006065,2023-06-29,DE,Android,variant,Fashion,123.76,3,0
ORD001148,U01721,S006067,2023-08-26,DE,Android,variant,Electronics,44.19,2,0
ORD001149,U01722,S006073,2023-07-10,RO,Android,control,Home & Garden,278.12,2,1
ORD001150,U01725,S006083,2023-07-02,PL,iOS,variant,Home & Garden,172.72,5,0
