user_id,country,device,user_type,registration_date,age_group
U01280,CZ,iOS,new,2023-10-22,35-44
U01281,PL,iOS,new,2023-01-29,18-24
U01282,DE,Android,new,2023-02-26,35-44
U01283,PL,iOS,returning,2023-03-31,25-34
U01284,RO,Android,new,2023-03-12,45-54
U01285,SK,iOS,returning,2023-10-25,25-34
U01286,DE,Android,returning,2023-06-14,35-44
U01287,DE,Android,returning,2023-01-28,55+
U01288,PL,Android,returning,2023-03-04,35-44
U01289,PL,iOS,returning,2023-08-20,18-24
U01290,SK,Android,new,2023-04-07,25-34
U01291,RO,Android,new,2023-05-28,18-24
U01292,DE,Android,new,2023-12-23,18-24
U01293,PL,iOS,returning,2023-05-31,45-54
U01294,PL,iOS,new,2023-06-27,25-34
U01295,DE,iOS,returning,2023-02-02,55+
U01296,DE,Android,returning,2023-11-27,35-44
U01297,PL,iOS,returning,2023-09-06,45-54
U01298,DE,Android,returning,2023-08-23,25-34
U01299,DE,Android,new,2023-05-14,18-24
U01300,DE,Android,new,2023-03-17,25-34
U01301,PL,Android,new,2023-12-31,25-34
U01302,DE,Android,new,2023-03-24,25-34
U01303,DE,Android,returning,2023-08-14,18-24
U01304,DE,Android,new,2023-12-07,55+
U01305,PL,Android,new,2023-03-25,45-54
U01306,RO,iOS,new,2023-03-16,55+
U01307,DE,iOS,returning,2023-09-17,35-44
U01308,CZ,iOS,returning,2023-10-21,45-54
U01309,CZ,iOS,returning,2023-06-23,25-34
U01310,PL,Android,new,2023-12-14,25-34
U01311,DE,Android,returning,2023-08-17,25-34
U01312,PL,iOS,returning,2023-10-26,25-34
U01313,DE,iOS,returning,2023-01-12,18-24
U01314,DE,Android,returning,2023-09-20,55+
U01315,RO,Android,new,2023-01-29,45-54
U01316,DE,Android,new,2023-07-09,35-44
U01317,SK,Android,returning,2023-08-17,45-54
U01318,SK,Android,returning,2023-08-01,45-54
U01319,DE,Android,new,2023-08-01,25-34
U01320,PL,iOS,returning,2023-06-05,18-24
U01321,CZ,Android,new,2023-10-30,35-44
U01322,DE,Android,returning,2023-08-01,25-34
U01323,DE,Android,returning,2023-04-13,18-24
U01324,SK,Android,returning,2023-06-04,45-54
U01325,DE,Android,new,2023-04-25,45-54
U01326,CZ,iOS,new,2023-03-05,45-54
U01327,PL,Android,returning,2023-12-19,45-54
U01328,PL,Android,returning,2023-02-04,45-54
U01329,PL,Android,returning,2023-05-13,18-24
U01330,PL,Android,returning,2023-07-11,25-34
U01331,DE,Android,returning,2023-10-25,25-34
U01332,DE,Android,new,2023-07-02,35-44
U01333,DE,Android,returning,2023-01-25,55+
U01334,CZ,Android,new,2023-04-10,25-34
U01335,DE,Android,returning,2023-10-06,35-44
U01336,CZ,iOS,new,2023-05-19,55+
U01337,SK,Android,returning,2023-06-30,35-44
U01338,PL,iOS,new,2023-09-06,25-34
U01339,PL,iOS,returning,2023-03-21,55+
U01340,CZ,iOS,returning,2023-11-11,55+
U01341,CZ,Android,returning,2023-12-26,18-24
U01342,SK,iOS,returning,2023-03-01,35-44
U01343,DE,iOS,returning,2023-12-20,55+
U01344,CZ,Android,returning,2023-09-25,18-24
U01345,DE,iOS,new,2023-03-02,25-34
U01346,DE,Android,new,2023-06-07,18-24
U01347,DE,Android,new,2023-02-09,25-34
U01348,DE,iOS,returning,2023-02-25,45-54
U01349,RO,Android,new,2023-03-02,18-24
U01350,CZ,iOS,new,2023-02-19,25-34
U01351,CZ,Android,new,2023-04-05,35-44
U01352,DE,Android,returning,2023-10-24,55+
U01353,PL,Android,returning,2023-05-04,18-24
U01354,DE,Android,new,2023-09-28,55+
U01355,RO,Android,new,2023-01-03,55+
U01356,PL,iOS,new,2023-12-29,18-24
U01357,SK,iOS,new,2023-04-03,55+
U01358,PL,iOS,new,2023-04-27,45-54
U01359,PL,Android,new,2023-02-26,35-44
U01360,CZ,Android,returning,2023-10-13,45-54
U01361,PL,iOS,returning,2023-05-26,45-54
U01362,PL,Android,returning,2023-04-26,25-34
U01363,SK,iOS,returning,2023-02-05,35-44
U01364,DE,iOS,returning,2023-04-02,45-54
U01365,PL,iOS,new,2023-08-13,45-54
U01366,CZ,iOS,returning,2023-07-25,25-34
U01367,DE,Android,new,2023-02-03,45-54
U01368,DE,Android,returning,2023-03-04,55+
U01369,DE,iOS,returning,2023-10-31,45-54
U01370,PL,iOS,new,2023-07-02,45-54
U01371,DE,iOS,new,2023-09-19,35-44
U01372,PL,iOS,new,2023-09-08,18-24
U01373,SK,Android,new,2023-01-28,25-34
U01374,PL,Android,new,2023-07-15,55+
U01375,CZ,iOS,returning,2023-02-19,45-54
U01376,DE,iOS,returning,2023-08-27,35-44
U01377,DE,iOS,returning,2023-10-05,18-24
U01378,SK,Android,returning,2023-08-09,45-54
U01379,PL,Android,returning,2023-08-15,35-44
U01380,DE,Android,new,2023-12-28,45-54
U01381,CZ,Android,returning,2023-09-07,55+
U01382,PL,Android,returning,2023-12-17,25-34
U01383,DE,Android,returning,2023-09-17,45-54
U01384,CZ,iOS,new,2023-11-12,18-24
U01385,PL,Android,new,2023-01-15,55+
U01386,CZ,iOS,new,2023-01-14,45-54
U01387,RO,Android,new,2023-06-26,25-34
U01388,DE,Android,new,2023-05-07,18-24
U01389,DE,Android,returning,2023-06-06,18-24
U01390,CZ,Android,returning,2023-08-24,45-54
U01391,DE,Android,new,2023-05-17,35-44
U01392,PL,Android,new,2023-07-13,45-54
U01393,CZ,Android,returning,2023-02-21,35-44
U01394,PL,Android,new,2023-03-27,45-54
U01395,SK,iOS,returning,2023-11-22,55+
U01396,DE,Android,returning,2023-04-20,45-54
U01397,PL,iOS,returning,2023-04-26,55+
U01398,PL,Android,returning,2023-02-18,55+
U01399,PL,Android,new,2023-09-01,35-44
U01400,SK,Android,returning,2023-09-16,25-34
U01401,PL,iOS,returning,2023-08-01,55+
U01402,SK,iOS,returning,2023-04-03,25-34
U01403,PL,iOS,returning,2023-10-23,45-54
U01404,RO,Android,returning,2023-05-18,45-54
U01405,CZ,Android,new,2023-10-17,45-54
U01406,DE,iOS,returning,2023-03-17,45-54
U01407,DE,iOS,new,2023-07-30,25-34
U01408,DE,Android,new,2023-07-31,55+
U01409,PL,Android,new,2023-05-01,25-34
U01410,PL,Android,new,2023-06-08,18-24
U01411,DE,Android,new,2023-04-14,35-44
U01412,PL,iOS,new,2023-12-04,45-54
U01413,DE,iOS,new,2023-01-11,35-44
U01414,RO,Android,new,2023-02-02,18-24
U01415,RO,iOS,new,2023-07-23,18-24
U01416,CZ,iOS,returning,2023-10-20,55+
U01417,DE,iOS,new,2023-09-26,18-24
U01418,DE,Android,new,2023-06-10,25-34
U01419,DE,Android,new,2023-08-05,35-44
U01420,PL,iOS,new,2023-08-14,55+
U01421,CZ,Android,returning,2023-07-11,45-54
U01422,DE,Android,returning,2023-12-16,25-34
U01423,PL,Android,new,2023-07-05,55+
U01424,SK,iOS,returning,2023-01-18,25-34
U01425,PL,Android,returning,2023-05-10,35-44
U01426,DE,iOS,returning,2023-12-17,45-54
U01427,RO,Android,returning,2023-01-05,35-44
U01428,DE,iOS,new,2023-06-04,25-34
U01429,RO,iOS,returning,2023-03-24,45-54
U01430,DE,Android,returning,2023-01-18,45-54
U01431,CZ,iOS,new,2023-08-30,45-54
U01432,SK,iOS,returning,2023-02-21,35-44
U01433,PL,iOS,returning,2023-08-04,45-54
U01434,DE,Android,returning,2023-12-22,45-54
U01435,DE,Android,returning,2023-11-25,35-44
U01436,DE,Android,returning,2023-10-22,25-34
U01437,CZ,iOS,new,2023-11-01,45-54
U01438,DE,iOS,returning,2023-03-10,35-44
U01439,DE,Android,new,2023-04-12,45-54
U01440,DE,iOS,returning,2023-10-20,55+
U01441,DE,Android,returning,2023-11-17,35-44
U01442,SK,Android,returning,2023-12-26,55+
U01443,DE,iOS,new,2023-05-14,55+
U01444,DE,Android,returning,2023-03-02,45-54
U01445,PL,Android,new,2023-12-11,35-44
U01446,CZ,Android,new,2023-05-28,25-34
U01447,DE,iOS,returning,2023-11-04,25-34
U01448,DE,iOS,new,2023-08-03,35-44
U01449,PL,iOS,new,2023-05-01,45-54
U01450,DE,Android,new,2023-02-13,45-54
U01451,DE,Android,new,2023-12-18,55+
U01452,DE,Android,new,2023-05-12,25-34
U01453,RO,iOS,returning,2023-08-30,55+
U01454,CZ,Android,new,2023-12-30,55+
U01455,DE,Android,new,2023-07-15,55+
U01456,PL,Android,returning,2023-01-22,35-44
U01457,DE,Android,returning,2023-08-28,25-34
U01458,DE,Android,new,2023-05-14,35-44
U01459,RO,Android,returning,2023-07-04,55+
U01460,PL,Android,new,2023-05-16,45-54
U01461,PL,iOS,returning,2023-03-19,45-54
U01462,DE,Android,new,2023-01-28,45-54
U01463,DE,Android,new,2023-05-14,45-54
U01464,PL,iOS,returning,2023-01-21,45-54
U01465,DE,iOS,new,2023-09-10,35-44
U01466,DE,Android,returning,2023-02-17,55+
U01467,PL,iOS,new,2023-05-20,18-24
U01468,CZ,Android,returning,2023-09-27,25-34
U01469,CZ,iOS,new,2023-09-13,18-24
U01470,DE,iOS,new,2023-07-21,35-44
U01471,DE,Android,returning,2023-03-20,45-54
U01472,PL,Android,returning,2023-08-21,35-44
U01473,CZ,iOS,new,2023-01-23,55+
U01474,DE,Android,returning,2023-03-08,35-44
U01475,CZ,Android,returning,2023-01-29,18-24
U01476,DE,Android,returning,2023-07-24,45-54
U01477,DE,Android,new,2023-02-15,45-54
U01478,PL,iOS,new,2023-05-26,35-44
U01479,SK,iOS,returning,2023-09-09,55+
U01480,DE,Android,new,2023-03-09,25-34
U01481,PL,Android,new,2023-09-08,55+
U01482,DE,Android,new,2023-08-05,25-34
U01483,PL,Android,returning,2023-08-11,45-54
U01484,DE,iOS,new,2023-12-13,45-54
U01485,PL,Android,new,2023-09-27,45-54
U01486,RO,Android,new,2023-02-10,25-34
U01487,RO,iOS,returning,2023-12-17,35-44
U01488,DE,Android,new,2023-10-19,18-24
U01489,PL,Android,returning,2023-09-19,55+
U01490,DE,Android,returning,2023-05-10,18-24
U01491,CZ,Android,returning,2023-02-28,45-54
U01492,DE,iOS,new,2023-01-24,55+
U01493,CZ,Android,returning,2023-08-21,35-44
U01494,DE,Android,returning,2023-04-06,35-44
U01495,DE,Android,new,2023-12-11,18-24
U01496,DE,Android,returning,2023-01-07,55+
U01497,DE,iOS,returning,2023-09-07,45-54
U01498,DE,Android,new,2023-06-04,18-24
U01499,RO,iOS,new,2023-12-23,25-34
U01500,DE,iOS,returning,2023-11-29,55+
U01501,DE,iOS,new,2023-04-08,45-54
U01502,DE,iOS,returning,2023-01-12,45-54
U01503,PL,iOS,returning,2023-09-06,25-34
U01504,PL,iOS,new,2023-05-31,18-24
U01505,PL,iOS,returning,2023-02-22,45-54
U01506,PL,Android,new,2023-10-24,45-54
U01507,PL,Android,returning,2023-07-24,45-54
U01508,CZ,Android,new,2023-04-29,35-44
U01509,DE,iOS,new,2023-10-11,45-54
U01510,PL,iOS,new,2023-03-01,45-54
U01511,DE,iOS,returning,2023-01-11,45-54
U01512,PL,Android,returning,2023-04-29,55+
U01513,PL,iOS,returning,2023-12-03,45-54
U01514,SK,iOS,returning,2023-08-02,45-54
U01515,PL,Android,returning,2023-03-24,45-54
U01516,DE,Android,returning,2023-03-08,45-54
U01517,DE,Android,new,2023-09-10,18-24
U01518,SK,Android,new,2023-07-03,55+
U01519,SK,Android,new,2023-01-17,25-34
U01520,PL,Android,returning,2023-03-03,35-44
U01521,CZ,Android,returning,2023-01-24,55+
U01522,CZ,iOS,returning,2023-11-06,45-54
U01523,RO,iOS,returning,2023-08-23,55+
U01524,CZ,iOS,returning,2023-11-09,18-24
U01525,DE,iOS,returning,2023-09-17,35-44
U01526,CZ,iOS,returning,2023-03-22,45-54
U01527,DE,Android,returning,2023-02-20,18-24
U01528,PL,Android,returning,2023-04-14,25-34
U01529,DE,Android,new,2023-08-31,35-44
U01530,DE,iOS,new,2023-08-01,55+
U01531,CZ,Android,new,2023-08-04,45-54
U01532,RO,Android,returning,2023-08-23,18-24
U01533,DE,Android,returning,2023-08-15,18-24
U01534,DE,Android,returning,2023-02-13,45-54
U01535,DE,Android,returning,2023-02-01,25-34
U01536,DE,iOS,returning,2023-10-22,55+
U01537,PL,iOS,returning,2023-06-01,35-44
U01538,RO,Android,new,2023-06-10,55+
U01539,RO,iOS,new,2023-11-09,25-34
U01540,PL,iOS,new,2023-10-06,35-44
U01541,PL,Android,new,2023-11-29,18-24
U01542,DE,iOS,returning,2023-10-03,25-34
U01543,RO,Android,new,2023-09-24,55+
U01544,PL,iOS,new,2023-06-09,18-24
U01545,PL,Android,returning,2023-10-04,45-54
U01546,DE,Android,new,2023-09-16,55+
U01547,DE,iOS,returning,2023-07-01,45-54
U01548,PL,Android,new,2023-06-02,25-34
U01549,PL,iOS,returning,2023-10-25,55+
U01550,DE,Android,returning,2023-11-01,55+
U01551,DE,Android,returning,2023-12-11,18-24
U01552,PL,Android,returning,2023-06-17,45-54
U01553,DE,Android,new,2023-02-20,18-24
U01554,PL,Android,new,2023-02-01,18-24
U01555,CZ,Android,returning,2023-07-09,45-54
U01556,PL,iOS,returning,2023-05-16,45-54
U01557,SK,Android,new,2023-08-02,45-54
U01558,RO,Android,returning,2023-03-08,25-34
U01559,PL,iOS,returning,2023-08-22,35-44
U01560,PL,Android,new,2023-03-02,55+
U01561,DE,Android,new,2023-05-29,35-44
U01562,DE,Android,new,2023-06-05,55+
U01563,DE,iOS,returning,2023-08-04,25-34
U01564,SK,Android,new,2023-04-04,35-44
U01565,SK,Android,returning,2023-02-04,55+
U01566,RO,iOS,returning,2023-08-20,55+
U01567,CZ,Android,returning,2023-03-09,45-54
U01568,PL,iOS,new,2023-12-08,55+
U01569,PL,Android,returning,2023-12-07,35-44
U01570,DE,iOS,new,2023-10-04,35-44
U01571,DE,Android,new,2023-11-27,35-44
U01572,PL,iOS,new,2023-10-15,55+
U01573,PL,Android,returning,2023-10-05,25-34
U01574,PL,Android,returning,2023-09-01,55+
U01575,RO,Android,new,2023-04-03,55+
U01576,DE,Android,new,2023-08-16,55+
U01577,PL,iOS,new,2023-01-24,25-34
U01578,DE,Android,new,2023-08-01,18-24
U01579,RO,Android,new,2023-02-28,25-34
U01580,CZ,Android,returning,2023-05-11,25-34
U01581,PL,Android,new,2023-01-31,18-24
U01582,DE,Android,new,2023-06-02,35-44
U01583,DE,iOS,new,2023-05-13,25-34
U01584,CZ,Android,returning,2023-05-03,55+
U01585,RO,Android,new,2023-07-17,55+
U01586,DE,Android,returning,2023-07-28,18-24
U01587,PL,Android,new,2023-05-18,55+
U01588,CZ,Android,new,2023-11-30,18-24
U01589,PL,iOS,new,2023-11-22,55+
U01590,CZ,Android,new,2023-03-28,55+
U01591,DE,iOS,returning,2023-08-20,55+
U01592,CZ,Android,new,2023-05-29,45-54
U01593,PL,iOS,new,2023-05-20,35-44
U01594,DE,iOS,new,2023-11-20,25-34
U01595,PL,Android,new,2023-10-01,18-24
U01596,CZ,iOS,returning,2023-03-13,25-34
U01597,PL,iOS,returning,2023-11-09,35-44
U01598,DE,iOS,returning,2023-11-22,25-34
U01599,RO,Android,returning,2023-12-06,55+
U01600,DE,iOS,returning,2023-06-18,18-24
U01601,PL,iOS,returning,2023-11-08,45-54
U01602,SK,iOS,returning,2023-10-12,55+
U01603,CZ,iOS,new,2023-02-11,18-24
U01604,PL,Android,returning,2023-12-10,45-54
U01605,DE,Android,returning,2023-11-04,18-24
U01606,PL,iOS,new,2023-03-05,25-34
U01607,CZ,iOS,returning,2023-01-11,25-34
U01608,SK,iOS,returning,2023-02-16,25-34
U01609,RO,iOS,new,2023-04-30,45-54
U01610,CZ,Android,new,2023-12-27,45-54
U01611,SK,Android,returning,2023-02-26,55+
U01612,CZ,Android,returning,2023-04-10,55+
U01613,DE,Android,new,2023-03-31,35-44
U01614,SK,iOS,returning,2023-10-19,35-44
U01615,SK,Android,returning,2023-04-09,55+
U01616,DE,Android,returning,2023-11-11,45-54
U01617,CZ,iOS,returning,2023-11-25,35-44
U01618,SK,Android,new,2023-08-10,55+
U01619,PL,Android,new,2023-08-27,25-34
U01620,DE,Android,new,2023-01-25,18-24
U01621,DE,Android,returning,2023-07-20,18-24
U01622,RO,Android,new,2023-04-26,25-34
U01623,DE,Android,returning,2023-04-11,18-24
U01624,PL,iOS,returning,2023-01-15,35-44
U01625,DE,Android,returning,2023-05-09,18-24
U01626,PL,Android,new,2023-06-20,55+
U01627,PL,Android,new,2023-11-14,18-24
U01628,RO,iOS,new,2023-02-13,18-24
U01629,DE,iOS,new,2023-03-07,55+
U01630,PL,Android,new,2023-11-17,18-24
U01631,SK,Android,returning,2023-05-31,45-54
U01632,SK,iOS,returning,2023-04-30,45-54
U01633,PL,Android,returning,2023-07-16,18-24
U01634,CZ,iOS,new,2023-06-23,55+
U01635,PL,Android,new,2023-06-18,18-24
U01636,CZ,Android,returning,2023-10-31,55+
U01637,DE,Android,returning,2023-05-12,25-34
U01638,DE,Android,new,2023-05-05,55+
U01639,PL,iOS,new,2023-08-12,55+
U01640,CZ,Android,new,2023-10-05,35-44
U01641,DE,Android,returning,2023-05-30,25-34
U01642,DE,iOS,returning,2023-01-30,18-24
U01643,DE,iOS,returning,2023-08-05,25-34
U01644,DE,iOS,returning,2023-02-05,45-54
U01645,CZ,iOS,returning,2023-11-04,35-44
U01646,DE,Android,new,2023-11-12,18-24
U01647,DE,Android,new,2023-09-11,25-34
U01648,PL,Android,returning,2023-08-27,35-44
U01649,DE,Android,returning,2023-07-12,35-44
U01650,DE,Android,new,2023-01-06,35-44
U01651,DE,Android,returning,2023-08-14,18-24
U01652,DE,Android,new,2023-01-16,35-44
U01653,DE,Android,new,2023-03-31,18-24
U01654,SK,iOS,new,2023-04-01,25-34
U01655,CZ,iOS,new,2023-07-14,25-34
U01656,PL,Android,new,2023-06-06,25-34
U01657,RO,iOS,returning,2023-09-27,18-24
U01658,DE,iOS,returning,2023-03-02,25-34
U01659,DE,Android,returning,2023-09-30,25-34
U01660,CZ,Android,returning,2023-01-24,35-44
U01661,DE,Android,returning,2023-03-18,25-34
U01662,RO,iOS,new,2023-09-18,18-24
U01663,CZ,iOS,new,2023-08-29,45-54
U01664,CZ,Android,returning,2023-11-27,25-34
U01665,CZ,Android,returning,2023-06-14,45-54
U01666,DE,Android,returning,2023-08-31,55+
U01667,DE,Android,new,2023-11-29,25-34
U01668,DE,Android,new,2023-07-22,25-34
U01669,DE,Android,returning,2023-07-11,35-44
U01670,PL,Android,new,2023-08-16,55+
U01671,DE,Android,new,2023-11-15,35-44
U01672,DE,Android,new,2023-09-12,25-34
U01673,PL,Android,new,2023-05-16,55+
U01674,PL,Android,new,2023-09-20,25-34
U01675,DE,Android,returning,2023-02-20,35-44
U01676,CZ,Android,returning,2023-04-11,35-44
U01677,CZ,iOS,returning,2023-04-08,55+
U01678,DE,Android,returning,2023-05-14,45-54
U01679,SK,iOS,new,2023-07-27,55+
U01680,SK,Android,returning,2023-03-18,25-34
U01681,DE,Android,returning,2023-08-31,45-54
U01682,DE,Android,returning,2023-08-25,45-54
U01683,PL,Android,returning,2023-12-24,18-24
U01684,DE,iOS,new,2023-07-11,18-24
U01685,SK,iOS,new,2023-09-13,45-54
U01686,CZ,Android,returning,2023-08-06,55+
U01687,DE,Android,returning,2023-06-03,25-34
U01688,RO,iOS,returning,2023-03-20,55+
U01689,PL,Android,new,2023-11-08,45-54
U01690,PL,Android,new,2023-02-02,55+
U01691,PL,Android,new,2023-08-20,55+
U01692,DE,iOS,returning,2023-04-01,25-34
U01693,DE,iOS,new,2023-04-12,25-34
U01694,CZ,Android,new,2023-05-30,55+
U01695,DE,iOS,new,2023-01-06,25-34
U01696,DE,Android,returning,2023-02-26,45-54
U01697,DE,Android,new,2023-04-16,45-54
U01698,PL,iOS,returning,2023-03-23,55+
U01699,PL,Android,returning,2023-12-17,45-54
U01700,SK,iOS,new,2023-02-02,35-44
U01701,SK,Android,returning,2023-10-19,18-24
U01702,PL,iOS,new,2023-05-28,35-44
U01703,PL,iOS,new,2023-07-20,25-34
U01704,SK,iOS,returning,2023-04-02,25-34
U01705,PL,Android,returning,2023-12-24,25-34
U01706,DE,iOS,new,2023-03-22,18-24
U01707,CZ,iOS,returning,2023-12-24,45-54
U01708,DE,Android,returning,2023-10-11,55+
U01709,PL,Android,new,2023-06-16,18-24
U01710,DE,iOS,returning,2023-08-25,45-54
U01711,DE,Android,new,2023-07-15,18-24
U01712,DE,iOS,new,2023-01-06,45-54
U01713,PL,Android,returning,2023-09-06,45-54
U01714,PL,Android,new,2023-03-13,18-24
U01715,DE,Android,returning,2023-11-07,45-54
U01716,DE,iOS,returning,2023-03-28,25-34
U01717,DE,Android,new,2023-08-14,55+
U01718,PL,Android,returning,2023-04-21,55+
U01719,CZ,iOS,new,2023-11-25,35-44
U01720,DE,Android,returning,2023-08-16,25-34
U01721,DE,Android,new,2023-05-08,45-54
U01722,RO,Android,new,2023-01-15,18-24
U01723,RO,Android,returning,2023-04-23,25-34
U01724,DE,Android,returning,2023-03-27,35-44
U01725,PL,iOS,returning,2023-10-15,45-54
U01726,DE,Android,new,2023-08-08,25-34
U01727,PL,Android,new,2023-01-08,45-54
U01728,DE,iOS,returning,2023-04-23,35-44
U01729,DE,Android,new,2023-01-23,55+
U01730,RO,Android,returning,2023-09-13,55+
U01731,DE,Android,new,2023-03-29,45-54
U01732,RO,iOS,new,2023-12-14,25-34
U01733,CZ,iOS,returning,2023-11-22,45-54
U01734,DE,iOS,returning,2023-02-04,45-54
U01735,PL,Android,returning,2023-09-19,18-24
U01736,DE,iOS,new,2023-04-30,25-34
U01737,CZ,iOS,new,2023-08-08,35-44
U01738,DE,Android,new,2023-09-13,18-24
U01739,RO,Android,returning,2023-05-02,35-44
U01740,DE,iOS,returning,2023-03-10,55+
U01741,PL,Android,new,2023-08-01,35-44
U01742,DE,Android,returning,2023-06-25,25-34
U01743,CZ,Android,returning,2023-12-18,55+
U01744,DE,iOS,new,2023-06-14,45-54
U01745,RO,Android,returning,2023-02-05,25-34
U01746,DE,Android,returning,2023-03-06,25-34
U01747,PL,Android,returning,2023-05-01,25-34
U01748,DE,Android,new,2023-04-12,35-44
U01749,PL,iOS,new,2023-10-23,45-54
U01750,RO,Android,new,2023-02-10,45-54
U01751,PL,iOS,new,2023-08-14,25-34
U01752,DE,Android,returning,2023-09-04,35-44
U01753,PL,Android,new,2023-11-01,45-54
U01754,DE,Android,returning,2023-08-26,45-54
U01755,DE,iOS,new,2023-02-06,25-34
U01756,DE,Android,returning,2023-01-03,45-54
U01757,RO,iOS,returning,2023-07-27,35-44
U01758,PL,iOS,returning,2023-07-16,45-54
U01759,RO,Android,returning,2023-01-20,25-34
U01760,CZ,iOS,returning,2023-04-10,35-44
U01761,CZ,iOS,new,2023-09-18,18-24
U01762,DE,Android,new,2023-11-30,45-54
U01763,RO,Android,returning,2023-01-18,18-24
U01764,CZ,Android,returning,2023-12-24,25-34
U01765,DE,Android,returning,2023-05-11,25-34
U01766,DE,Android,returning,2023-01-07,45-54
U01767,CZ,iOS,new,2023-07-23,25-34
U01768,DE,Android,returning,2023-08-05,55+
U01769,CZ,Android,new,2023-09-30,45-54
U01770,DE,Android,returning,2023-02-15,25-34
U01771,CZ,iOS,new,2023-05-18,35-44
U01772,RO,iOS,new,2023-01-04,18-24
U01773,PL,Android,new,2023-12-23,45-54
U01774,DE,Android,new,2023-03-29,45-54
U01775,PL,Android,returning,2023-04-04,25-34
U01776,DE,iOS,returning,2023-04-06,25-34
U01777,RO,iOS,new,2023-05-13,55+
U01778,SK,Android,new,2023-02-25,45-54
U01779,DE,Android,returning,2023-03-05,45-54
U01780,CZ,Android,new,2023-09-06,18-24
U01781,PL,iOS,new,2023-12-07,55+
U01782,DE,Android,returning,2023-01-04,35-44
U01783,PL,Android,new,2023-09-06,35-44
U01784,SK,iOS,returning,2023-12-16,35-44
U01785,DE,iOS,returning,2023-12-07,35-44
U01786,DE,iOS,new,2023-02-21,25-34
U01787,PL,iOS,new,2023-01-14,25-34
U01788,PL,iOS,returning,2023-07-08,55+
U01789,CZ,Android,returning,2023-07-31,35-44
U01790,PL,iOS,returning,2023-01-09,35-44
U01791,PL,iOS,new,2023-12-14,55+
U01792,DE,iOS,returning,2023-02-11,45-54
U01793,SK,iOS,returning,2023-12-04,35-44
U01794,DE,Android,returning,2023-11-07,55+
U01795,DE,Android,new,2023-09-16,55+
U01796,DE,Android,new,2023-08-28,55+
U01797,DE,Android,returning,2023-05-04,18-24
U01798,PL,iOS,new,2023-02-24,35-44
U01799,CZ,Android,new,2023-07-16,45-54
U01800,DE,Android,returning,2023-12-10,45-54
U01801,CZ,Android,new,2023-02-16,55+
U01802,DE,Android,returning,2023-11-04,45-54
U01803,PL,Android,returning,2023-12-01,25-34
U01804,DE,Android,new,2023-04-25,35-44
U01805,RO,iOS,new,2023-10-31,35-44
U01806,SK,iOS,returning,2023-03-07,18-24
U01807,DE,Android,returning,2023-06-09,45-54
U01808,CZ,iOS,returning,2023-06-13,25-34
U01809,CZ,Android,new,2023-09-24,18-24
U01810,SK,Android,returning,2023-10-03,35-44
U01811,PL,Android,returning,2023-04-23,25-34
U01812,SK,iOS,new,2023-12-07,35-44
U01813,PL,iOS,new,2023-06-08,55+
U01814,PL,Android,new,2023-09-02,45-54
U01815,RO,Android,returning,2023-01-31,25-34
U01816,CZ,Android,returning,2023-04-26,25-34
U01817,CZ,Android,returning,2023-09-07,25-34
U01818,PL,Android,returning,2023-01-12,35-44
U01819,DE,Android,new,2023-07-20,25-34
U01820,SK,Android,new,2023-12-25,55+
U01821,SK,iOS,returning,2023-01-28,25-34
U01822,DE,iOS,new,2023-10-23,25-34
U01823,DE,iOS,returning,2023-04-18,18-24
U01824,CZ,Android,returning,2023-07-05,25-34
U01825,RO,Android,returning,2023-07-12,18-24
U01826,DE,Android,returning,2023-02-19,18-24
U01827,CZ,Android,returning,2023-09-21,45-54
U01828,DE,Android,returning,2023-05-06,55+
U01829,CZ,Android,returning,2023-03-30,18-24
U01830,SK,iOS,new,2023-08-26,45-54
U01831,DE,Android,new,2023-07-08,55+
U01832,DE,Android,returning,2023-04-26,35-44
U01833,CZ,iOS,new,2023-12-22,45-54
U01834,CZ,Android,new,2023-11-27,35-44
U01835,CZ,iOS,returning,2023-02-02,45-54
U01836,DE,Android,returning,2023-12-25,55+
U01837,DE,iOS,returning,2023-09-08,18-24
U01838,RO,iOS,new,2023-04-17,55+
U01839,DE,Android,returning,2023-12-22,18-24
U01840,DE,Android,new,2023-01-21,55+
U01841,SK,Android,returning,2023-05-12,55+
U01842,DE,Android,new,2023-06-02,18-24
U01843,DE,iOS,returning,2023-05-08,35-44
U01844,PL,Android,returning,2023-12-04,35-44
U01845,RO,iOS,returning,2023-09-25,55+
U01846,CZ,iOS,new,2023-04-18,18-24
U01847,DE,iOS,new,2023-04-07,25-34
U01848,PL,Android,new,2023-11-05,55+
U01849,DE,Android,new,2023-08-05,25-34
U01850,PL,iOS,returning,2023-07-24,25-34
U01851,DE,iOS,new,2023-10-02,25-34
U01852,PL,iOS,returning,2023-07-10,25-34
U01853,SK,Android,returning,2023-08-03,45-54
U01854,RO,Android,new,2023-01-14,55+
U01855,CZ,Android,new,2023-02-26,18-24
U01856,RO,iOS,new,2023-07-05,25-34
U01857,DE,Android,returning,2023-05-21,45-54
U01858,CZ,Android,returning,2023-02-23,35-44
U01859,SK,Android,returning,2023-10-29,55+
U01860,PL,iOS,returning,2023-05-25,25-34
U01861,RO,Android,new,2023-06-12,55+
U01862,PL,iOS,returning,2023-10-10,25-34
U01863,DE,Android,new,2023-05-13,25-34
U01864,DE,iOS,new,2023-03-15,35-44
