event_id,session_id,user_id,stage,event_date,device,country,ab_group,time_on_stage_sec
E0009966,S003491,U00990,app_open,2023-06-09,Android,PL,control,144
E0009967,S003491,U00990,product_view,2023-06-09,Android,PL,control,138
E0009968,S003491,U00990,add_to_cart,2023-06-09,Android,PL,control,228
E0009969,S003491,U00990,checkout_start,2023-06-09,Android,PL,control,268
E0009970,S003492,U00990,app_open,2023-07-11,Android,PL,variant,203
E0009971,S003492,U00990,product_view,2023-07-11,Android,PL,variant,7
E0009972,S003493,U00990,app_open,2023-08-10,Android,PL,variant,84
E0009973,S003493,U00990,product_view,2023-08-10,Android,PL,variant,267
E0009974,S003493,U00990,add_to_cart,2023-08-10,Android,PL,variant,203
E0009975,S003494,U00990,app_open,2023-08-07,Android,PL,variant,67
E0009976,S003494,U00990,product_view,2023-08-07,Android,PL,variant,79
E0009977,S003494,U00990,add_to_cart,2023-08-07,Android,PL,variant,294
E0009978,S003494,U00990,checkout_start,2023-08-07,Android,PL,variant,299
E0009979,S003494,U00990,payment_info,2023-08-07,Android,PL,variant,291
E0009980,S003494,U00990,order_placed,2023-08-07,Android,PL,variant,59
E0009981,S003495,U00991,app_open,2023-08-17,Android,CZ,control,216
E0009982,S003495,U00991,product_view,2023-08-17,Android,CZ,control,54
E0009983,S003496,U00991,app_open,2023-06-10,Android,CZ,control,190
E0009984,S003496,U00991,product_view,2023-06-10,Android,CZ,control,9
E0009985,S003496,U00991,add_to_cart,2023-06-10,Android,CZ,control,21
E0009986,S003497,U00991,app_open,2023-07-26,Android,CZ,variant,168
E0009987,S003498,U00991,app_open,2023-06-17,Android,CZ,control,161
E0009988,S003498,U00991,product_view,2023-06-17,Android,CZ,control,49
E0009989,S003498,U00991,add_to_cart,2023-06-17,Android,CZ,control,270
E0009990,S003499,U00991,app_open,2023-06-22,Android,CZ,variant,211
E0009991,S003500,U00992,app_open,2023-06-11,Android,SK,control,255
E0009992,S003500,U00992,product_view,2023-06-11,Android,SK,control,110
E0009993,S003500,U00992,add_to_cart,2023-06-11,Android,SK,control,240
E0009994,S003501,U00992,app_open,2023-08-12,Android,SK,control,127
E0009995,S003501,U00992,product_view,2023-08-12,Android,SK,control,255
E0009996,S003502,U00992,app_open,2023-07-25,Android,SK,variant,181
E0009997,S003502,U00992,product_view,2023-07-25,Android,SK,variant,131
E0009998,S003503,U00992,app_open,2023-07-25,Android,SK,variant,37
E0009999,S003503,U00992,product_view,2023-07-25,Android,SK,variant,270
E0010000,S003504,U00993,app_open,2023-07-26,Android,CZ,variant,222
E0010001,S003504,U00993,product_view,2023-07-26,Android,CZ,variant,177
E0010002,S003504,U00993,add_to_cart,2023-07-26,Android,CZ,variant,114
E0010003,S003504,U00993,checkout_start,2023-07-26,Android,CZ,variant,238
E0010004,S003504,U00993,payment_info,2023-07-26,Android,CZ,variant,53
E0010005,S003504,U00993,order_placed,2023-07-26,Android,CZ,variant,133
E0010006,S003505,U00993,app_open,2023-08-08,Android,CZ,variant,216
E0010007,S003505,U00993,product_view,2023-08-08,Android,CZ,variant,52
E0010008,S003506,U00993,app_open,2023-06-25,Android,CZ,control,124
E0010009,S003507,U00993,app_open,2023-06-04,Android,CZ,control,150
E0010010,S003507,U00993,product_view,2023-06-04,Android,CZ,control,247
E0010011,S003507,U00993,add_to_cart,2023-06-04,Android,CZ,control,217
E0010012,S003508,U00994,app_open,2023-07-12,Android,CZ,control,156
E0010013,S003508,U00994,product_view,2023-07-12,Android,CZ,control,166
E0010014,S003508,U00994,add_to_cart,2023-07-12,Android,CZ,control,134
E0010015,S003508,U00994,checkout_start,2023-07-12,Android,CZ,control,63
E0010016,S003508,U00994,payment_info,2023-07-12,Android,CZ,control,255
E0010017,S003508,U00994,order_placed,2023-07-12,Android,CZ,control,290
E0010018,S003509,U00994,app_open,2023-08-24,Android,CZ,control,70
E0010019,S003510,U00994,app_open,2023-07-12,Android,CZ,variant,255
E0010020,S003511,U00994,app_open,2023-07-06,Android,CZ,variant,184
E0010021,S003511,U00994,product_view,2023-07-06,Android,CZ,variant,38
E0010022,S003511,U00994,add_to_cart,2023-07-06,Android,CZ,variant,111
E0010023,S003511,U00994,checkout_start,2023-07-06,Android,CZ,variant,199
E0010024,S003511,U00994,payment_info,2023-07-06,Android,CZ,variant,284
E0010025,S003511,U00994,order_placed,2023-07-06,Android,CZ,variant,217
E0010026,S003512,U00994,app_open,2023-07-12,Android,CZ,variant,293
E0010027,S003513,U00995,app_open,2023-08-09,Android,DE,control,141
E0010028,S003513,U00995,product_view,2023-08-09,Android,DE,control,256
E0010029,S003513,U00995,add_to_cart,2023-08-09,Android,DE,control,162
E0010030,S003513,U00995,checkout_start,2023-08-09,Android,DE,control,178
E0010031,S003513,U00995,payment_info,2023-08-09,Android,DE,control,270
E0010032,S003514,U00995,app_open,2023-08-21,Android,DE,control,49
E0010033,S003514,U00995,product_view,2023-08-21,Android,DE,control,193
E0010034,S003515,U00995,app_open,2023-06-18,Android,DE,variant,233
E0010035,S003515,U00995,product_view,2023-06-18,Android,DE,variant,200
E0010036,S003515,U00995,add_to_cart,2023-06-18,Android,DE,variant,85
E0010037,S003516,U00996,app_open,2023-07-24,Android,DE,variant,30
E0010038,S003517,U00996,app_open,2023-08-17,Android,DE,control,197
E0010039,S003517,U00996,product_view,2023-08-17,Android,DE,control,254
E0010040,S003517,U00996,add_to_cart,2023-08-17,Android,DE,control,164
E0010041,S003518,U00997,app_open,2023-08-27,iOS,SK,variant,108
E0010042,S003518,U00997,product_view,2023-08-27,iOS,SK,variant,67
E0010043,S003519,U00997,app_open,2023-06-15,iOS,SK,variant,33
E0010044,S003520,U00998,app_open,2023-08-25,Android,DE,variant,145
E0010045,S003520,U00998,product_view,2023-08-25,Android,DE,variant,130
E0010046,S003520,U00998,add_to_cart,2023-08-25,Android,DE,variant,266
E0010047,S003520,U00998,checkout_start,2023-08-25,Android,DE,variant,63
E0010048,S003521,U00998,app_open,2023-08-02,Android,DE,control,74
E0010049,S003522,U00998,app_open,2023-06-07,Android,DE,control,10
E0010050,S003522,U00998,product_view,2023-06-07,Android,DE,control,207
E0010051,S003522,U00998,add_to_cart,2023-06-07,Android,DE,control,228
E0010052,S003523,U00999,app_open,2023-08-04,Android,PL,variant,248
E0010053,S003523,U00999,product_view,2023-08-04,Android,PL,variant,265
E0010054,S003523,U00999,add_to_cart,2023-08-04,Android,PL,variant,244
E0010055,S003523,U00999,checkout_start,2023-08-04,Android,PL,variant,267
E0010056,S003524,U00999,app_open,2023-07-15,Android,PL,variant,256
E0010057,S003524,U00999,product_view,2023-07-15,Android,PL,variant,187
E0010058,S003524,U00999,add_to_cart,2023-07-15,Android,PL,variant,249
E0010059,S003524,U00999,checkout_start,2023-07-15,Android,PL,variant,154
E0010060,S003525,U01000,app_open,2023-07-29,iOS,DE,variant,155
E0010061,S003525,U01000,product_view,2023-07-29,iOS,DE,variant,32
E0010062,S003526,U01000,app_open,2023-08-15,iOS,DE,variant,95
E0010063,S003527,U01001,app_open,2023-06-13,iOS,DE,control,109
E0010064,S003528,U01001,app_open,2023-08-03,iOS,DE,variant,208
E0010065,S003528,U01001,product_view,2023-08-03,iOS,DE,variant,222
E0010066,S003528,U01001,add_to_cart,2023-08-03,iOS,DE,variant,297
E0010067,S003528,U01001,checkout_start,2023-08-03,iOS,DE,variant,79
E0010068,S003528,U01001,payment_info,2023-08-03,iOS,DE,variant,122
E0010069,S003528,U01001,order_placed,2023-08-03,iOS,DE,variant,202
E0010070,S003529,U01001,app_open,2023-07-13,iOS,DE,control,121
E0010071,S003530,U01001,app_open,2023-07-11,iOS,DE,variant,138
E0010072,S003530,U01001,product_view,2023-07-11,iOS,DE,variant,144
E0010073,S003531,U01002,app_open,2023-07-27,Android,DE,variant,196
E0010074,S003532,U01002,app_open,2023-06-29,Android,DE,control,96
E0010075,S003533,U01003,app_open,2023-08-16,iOS,PL,control,228
E0010076,S003533,U01003,product_view,2023-08-16,iOS,PL,control,296
E0010077,S003533,U01003,add_to_cart,2023-08-16,iOS,PL,control,41
E0010078,S003534,U01003,app_open,2023-08-09,iOS,PL,control,295
E0010079,S003534,U01003,product_view,2023-08-09,iOS,PL,control,249
E0010080,S003534,U01003,add_to_cart,2023-08-09,iOS,PL,control,167
E0010081,S003534,U01003,checkout_start,2023-08-09,iOS,PL,control,222
E0010082,S003534,U01003,payment_info,2023-08-09,iOS,PL,control,208
E0010083,S003534,U01003,order_placed,2023-08-09,iOS,PL,control,295
E0010084,S003535,U01003,app_open,2023-07-28,iOS,PL,control,197
E0010085,S003535,U01003,product_view,2023-07-28,iOS,PL,control,105
E0010086,S003535,U01003,add_to_cart,2023-07-28,iOS,PL,control,169
E0010087,S003535,U01003,checkout_start,2023-07-28,iOS,PL,control,39
E0010088,S003536,U01003,app_open,2023-06-30,iOS,PL,variant,66
E0010089,S003536,U01003,product_view,2023-06-30,iOS,PL,variant,106
E0010090,S003537,U01004,app_open,2023-08-27,iOS,DE,variant,290
E0010091,S003538,U01004,app_open,2023-08-22,iOS,DE,variant,190
E0010092,S003538,U01004,product_view,2023-08-22,iOS,DE,variant,38
E0010093,S003538,U01004,add_to_cart,2023-08-22,iOS,DE,variant,30
E0010094,S003538,U01004,checkout_start,2023-08-22,iOS,DE,variant,174
E0010095,S003538,U01004,payment_info,2023-08-22,iOS,DE,variant,26
E0010096,S003538,U01004,order_placed,2023-08-22,iOS,DE,variant,20
E0010097,S003539,U01004,app_open,2023-06-23,iOS,DE,control,235
E0010098,S003539,U01004,product_view,2023-06-23,iOS,DE,control,212
E0010099,S003540,U01005,app_open,2023-07-02,iOS,PL,variant,132
E0010100,S003540,U01005,product_view,2023-07-02,iOS,PL,variant,109
E0010101,S003540,U01005,add_to_cart,2023-07-02,iOS,PL,variant,81
E0010102,S003540,U01005,checkout_start,2023-07-02,iOS,PL,variant,154
E0010103,S003541,U01005,app_open,2023-07-27,iOS,PL,control,267
E0010104,S003541,U01005,product_view,2023-07-27,iOS,PL,control,251
E0010105,S003542,U01005,app_open,2023-07-21,iOS,PL,control,43
E0010106,S003543,U01006,app_open,2023-08-17,iOS,PL,variant,155
E0010107,S003543,U01006,product_view,2023-08-17,iOS,PL,variant,95
E0010108,S003543,U01006,add_to_cart,2023-08-17,iOS,PL,variant,58
E0010109,S003543,U01006,checkout_start,2023-08-17,iOS,PL,variant,258
E0010110,S003544,U01006,app_open,2023-08-09,iOS,PL,variant,46
E0010111,S003544,U01006,product_view,2023-08-09,iOS,PL,variant,49
E0010112,S003545,U01006,app_open,2023-07-14,iOS,PL,variant,256
E0010113,S003545,U01006,product_view,2023-07-14,iOS,PL,variant,220
E0010114,S003545,U01006,add_to_cart,2023-07-14,iOS,PL,variant,120
E0010115,S003545,U01006,checkout_start,2023-07-14,iOS,PL,variant,35
E0010116,S003545,U01006,payment_info,2023-07-14,iOS,PL,variant,145
E0010117,S003545,U01006,order_placed,2023-07-14,iOS,PL,variant,46
E0010118,S003546,U01006,app_open,2023-08-19,iOS,PL,variant,168
E0010119,S003546,U01006,product_view,2023-08-19,iOS,PL,variant,207
E0010120,S003546,U01006,add_to_cart,2023-08-19,iOS,PL,variant,251
E0010121,S003546,U01006,checkout_start,2023-08-19,iOS,PL,variant,184
E0010122,S003546,U01006,payment_info,2023-08-19,iOS,PL,variant,222
E0010123,S003546,U01006,order_placed,2023-08-19,iOS,PL,variant,277
E0010124,S003547,U01006,app_open,2023-08-28,iOS,PL,control,264
E0010125,S003547,U01006,product_view,2023-08-28,iOS,PL,control,114
E0010126,S003547,U01006,add_to_cart,2023-08-28,iOS,PL,control,195
E0010127,S003548,U01007,app_open,2023-07-30,iOS,DE,control,242
E0010128,S003548,U01007,product_view,2023-07-30,iOS,DE,control,38
E0010129,S003548,U01007,add_to_cart,2023-07-30,iOS,DE,control,297
E0010130,S003549,U01007,app_open,2023-08-28,iOS,DE,variant,49
E0010131,S003549,U01007,product_view,2023-08-28,iOS,DE,variant,249
E0010132,S003549,U01007,add_to_cart,2023-08-28,iOS,DE,variant,255
E0010133,S003549,U01007,checkout_start,2023-08-28,iOS,DE,variant,5
E0010134,S003549,U01007,payment_info,2023-08-28,iOS,DE,variant,229
E0010135,S003549,U01007,order_placed,2023-08-28,iOS,DE,variant,222
E0010136,S003550,U01007,app_open,2023-06-21,iOS,DE,variant,161
E0010137,S003550,U01007,product_view,2023-06-21,iOS,DE,variant,231
E0010138,S003550,U01007,add_to_cart,2023-06-21,iOS,DE,variant,153
E0010139,S003551,U01007,app_open,2023-06-01,iOS,DE,variant,10
E0010140,S003551,U01007,product_view,2023-06-01,iOS,DE,variant,284
E0010141,S003551,U01007,add_to_cart,2023-06-01,iOS,DE,variant,25
E0010142,S003551,U01007,checkout_start,2023-06-01,iOS,DE,variant,151
E0010143,S003551,U01007,payment_info,2023-06-01,iOS,DE,variant,179
E0010144,S003551,U01007,order_placed,2023-06-01,iOS,DE,variant,162
E0010145,S003552,U01007,app_open,2023-08-16,iOS,DE,control,281
E0010146,S003552,U01007,product_view,2023-08-16,iOS,DE,control,160
E0010147,S003552,U01007,add_to_cart,2023-08-16,iOS,DE,control,266
E0010148,S003552,U01007,checkout_start,2023-08-16,iOS,DE,control,144
E0010149,S003552,U01007,payment_info,2023-08-16,iOS,DE,control,104
E0010150,S003552,U01007,order_placed,2023-08-16,iOS,DE,control,8
E0010151,S003553,U01008,app_open,2023-08-14,Android,DE,control,198
E0010152,S003553,U01008,product_view,2023-08-14,Android,DE,control,211
E0010153,S003553,U01008,add_to_cart,2023-08-14,Android,DE,control,18
E0010154,S003554,U01008,app_open,2023-06-27,Android,DE,control,195
E0010155,S003555,U01008,app_open,2023-08-02,Android,DE,variant,151
E0010156,S003555,U01008,product_view,2023-08-02,Android,DE,variant,202
E0010157,S003556,U01009,app_open,2023-06-01,Android,PL,variant,138
E0010158,S003557,U01009,app_open,2023-07-24,Android,PL,control,14
E0010159,S003558,U01009,app_open,2023-06-15,Android,PL,control,81
E0010160,S003558,U01009,product_view,2023-06-15,Android,PL,control,240
E0010161,S003558,U01009,add_to_cart,2023-06-15,Android,PL,control,137
E0010162,S003558,U01009,checkout_start,2023-06-15,Android,PL,control,88
E0010163,S003558,U01009,payment_info,2023-06-15,Android,PL,control,161
E0010164,S003558,U01009,order_placed,2023-06-15,Android,PL,control,196
E0010165,S003559,U01010,app_open,2023-08-13,Android,PL,control,166
E0010166,S003559,U01010,product_view,2023-08-13,Android,PL,control,232
E0010167,S003559,U01010,add_to_cart,2023-08-13,Android,PL,control,151
E0010168,S003560,U01010,app_open,2023-06-20,Android,PL,variant,222
E0010169,S003560,U01010,product_view,2023-06-20,Android,PL,variant,79
E0010170,S003561,U01011,app_open,2023-08-02,Android,CZ,control,6
E0010171,S003561,U01011,product_view,2023-08-02,Android,CZ,control,289
E0010172,S003561,U01011,add_to_cart,2023-08-02,Android,CZ,control,262
E0010173,S003561,U01011,checkout_start,2023-08-02,Android,CZ,control,40
E0010174,S003561,U01011,payment_info,2023-08-02,Android,CZ,control,78
E0010175,S003561,U01011,order_placed,2023-08-02,Android,CZ,control,274
E0010176,S003562,U01011,app_open,2023-08-07,Android,CZ,variant,224
E0010177,S003562,U01011,product_view,2023-08-07,Android,CZ,variant,240
E0010178,S003563,U01011,app_open,2023-07-01,Android,CZ,variant,204
E0010179,S003563,U01011,product_view,2023-07-01,Android,CZ,variant,130
E0010180,S003564,U01011,app_open,2023-08-21,Android,CZ,control,108
E0010181,S003564,U01011,product_view,2023-08-21,Android,CZ,control,105
E0010182,S003565,U01012,app_open,2023-07-25,Android,DE,variant,112
E0010183,S003565,U01012,product_view,2023-07-25,Android,DE,variant,209
E0010184,S003565,U01012,add_to_cart,2023-07-25,Android,DE,variant,276
E0010185,S003565,U01012,checkout_start,2023-07-25,Android,DE,variant,267
E0010186,S003565,U01012,payment_info,2023-07-25,Android,DE,variant,234
E0010187,S003565,U01012,order_placed,2023-07-25,Android,DE,variant,227
E0010188,S003566,U01012,app_open,2023-08-08,Android,DE,control,198
E0010189,S003566,U01012,product_view,2023-08-08,Android,DE,control,77
E0010190,S003566,U01012,add_to_cart,2023-08-08,Android,DE,control,24
E0010191,S003566,U01012,checkout_start,2023-08-08,Android,DE,control,125
E0010192,S003566,U01012,payment_info,2023-08-08,Android,DE,control,256
E0010193,S003566,U01012,order_placed,2023-08-08,Android,DE,control,189
E0010194,S003567,U01012,app_open,2023-06-18,Android,DE,control,272
E0010195,S003567,U01012,product_view,2023-06-18,Android,DE,control,269
E0010196,S003567,U01012,add_to_cart,2023-06-18,Android,DE,control,211
E0010197,S003567,U01012,checkout_start,2023-06-18,Android,DE,control,105
E0010198,S003568,U01012,app_open,2023-07-08,Android,DE,control,184
E0010199,S003568,U01012,product_view,2023-07-08,Android,DE,control,207
E0010200,S003568,U01012,add_to_cart,2023-07-08,Android,DE,control,83
E0010201,S003568,U01012,checkout_start,2023-07-08,Android,DE,control,227
E0010202,S003568,U01012,payment_info,2023-07-08,Android,DE,control,50
E0010203,S003569,U01012,app_open,2023-07-28,Android,DE,control,238
E0010204,S003569,U01012,product_view,2023-07-28,Android,DE,control,232
E0010205,S003570,U01013,app_open,2023-07-27,iOS,DE,variant,122
E0010206,S003570,U01013,product_view,2023-07-27,iOS,DE,variant,251
E0010207,S003570,U01013,add_to_cart,2023-07-27,iOS,DE,variant,39
E0010208,S003571,U01013,app_open,2023-06-06,iOS,DE,control,300
E0010209,S003571,U01013,product_view,2023-06-06,iOS,DE,control,225
E0010210,S003571,U01013,add_to_cart,2023-06-06,iOS,DE,control,298
E0010211,S003572,U01013,app_open,2023-06-30,iOS,DE,control,190
E0010212,S003572,U01013,product_view,2023-06-30,iOS,DE,control,253
E0010213,S003572,U01013,add_to_cart,2023-06-30,iOS,DE,control,222
E0010214,S003572,U01013,checkout_start,2023-06-30,iOS,DE,control,136
E0010215,S003572,U01013,payment_info,2023-06-30,iOS,DE,control,65
E0010216,S003572,U01013,order_placed,2023-06-30,iOS,DE,control,125
E0010217,S003573,U01013,app_open,2023-07-01,iOS,DE,control,289
E0010218,S003573,U01013,product_view,2023-07-01,iOS,DE,control,260
E0010219,S003573,U01013,add_to_cart,2023-07-01,iOS,DE,control,184
E0010220,S003573,U01013,checkout_start,2023-07-01,iOS,DE,control,279
E0010221,S003573,U01013,payment_info,2023-07-01,iOS,DE,control,61
E0010222,S003573,U01013,order_placed,2023-07-01,iOS,DE,control,214
E0010223,S003574,U01013,app_open,2023-07-21,iOS,DE,control,77
E0010224,S003574,U01013,product_view,2023-07-21,iOS,DE,control,15
E0010225,S003574,U01013,add_to_cart,2023-07-21,iOS,DE,control,191
E0010226,S003575,U01014,app_open,2023-07-04,iOS,PL,control,109
E0010227,S003575,U01014,product_view,2023-07-04,iOS,PL,control,183
E0010228,S003575,U01014,add_to_cart,2023-07-04,iOS,PL,control,80
E0010229,S003576,U01014,app_open,2023-08-24,iOS,PL,variant,170
E0010230,S003576,U01014,product_view,2023-08-24,iOS,PL,variant,243
E0010231,S003576,U01014,add_to_cart,2023-08-24,iOS,PL,variant,158
E0010232,S003577,U01014,app_open,2023-08-05,iOS,PL,variant,186
E0010233,S003577,U01014,product_view,2023-08-05,iOS,PL,variant,9
E0010234,S003577,U01014,add_to_cart,2023-08-05,iOS,PL,variant,266
E0010235,S003577,U01014,checkout_start,2023-08-05,iOS,PL,variant,296
E0010236,S003577,U01014,payment_info,2023-08-05,iOS,PL,variant,142
E0010237,S003577,U01014,order_placed,2023-08-05,iOS,PL,variant,165
E0010238,S003578,U01015,app_open,2023-07-12,iOS,PL,control,141
E0010239,S003578,U01015,product_view,2023-07-12,iOS,PL,control,163
E0010240,S003578,U01015,add_to_cart,2023-07-12,iOS,PL,control,244
E0010241,S003579,U01015,app_open,2023-07-15,iOS,PL,variant,254
E0010242,S003579,U01015,product_view,2023-07-15,iOS,PL,variant,120
E0010243,S003580,U01016,app_open,2023-07-01,iOS,DE,variant,155
E0010244,S003580,U01016,product_view,2023-07-01,iOS,DE,variant,205
E0010245,S003580,U01016,add_to_cart,2023-07-01,iOS,DE,variant,36
E0010246,S003580,U01016,checkout_start,2023-07-01,iOS,DE,variant,298
E0010247,S003580,U01016,payment_info,2023-07-01,iOS,DE,variant,232
E0010248,S003580,U01016,order_placed,2023-07-01,iOS,DE,variant,81
E0010249,S003581,U01016,app_open,2023-06-21,iOS,DE,control,224
E0010250,S003581,U01016,product_view,2023-06-21,iOS,DE,control,198
E0010251,S003582,U01016,app_open,2023-06-11,iOS,DE,variant,170
E0010252,S003583,U01016,app_open,2023-07-01,iOS,DE,variant,10
E0010253,S003583,U01016,product_view,2023-07-01,iOS,DE,variant,10
E0010254,S003583,U01016,add_to_cart,2023-07-01,iOS,DE,variant,191
E0010255,S003584,U01017,app_open,2023-07-24,Android,RO,variant,245
E0010256,S003585,U01017,app_open,2023-08-28,Android,RO,control,293
E0010257,S003585,U01017,product_view,2023-08-28,Android,RO,control,280
E0010258,S003586,U01017,app_open,2023-07-11,Android,RO,control,188
E0010259,S003586,U01017,product_view,2023-07-11,Android,RO,control,288
E0010260,S003586,U01017,add_to_cart,2023-07-11,Android,RO,control,10
E0010261,S003586,U01017,checkout_start,2023-07-11,Android,RO,control,227
E0010262,S003586,U01017,payment_info,2023-07-11,Android,RO,control,41
E0010263,S003586,U01017,order_placed,2023-07-11,Android,RO,control,24
E0010264,S003587,U01017,app_open,2023-08-03,Android,RO,control,8
E0010265,S003587,U01017,product_view,2023-08-03,Android,RO,control,211
E0010266,S003588,U01017,app_open,2023-08-19,Android,RO,variant,183
E0010267,S003588,U01017,product_view,2023-08-19,Android,RO,variant,182
E0010268,S003589,U01018,app_open,2023-08-14,Android,PL,variant,85
E0010269,S003590,U01018,app_open,2023-07-04,Android,PL,control,187
E0010270,S003591,U01018,app_open,2023-07-14,Android,PL,control,97
E0010271,S003591,U01018,product_view,2023-07-14,Android,PL,control,160
E0010272,S003592,U01019,app_open,2023-07-06,Android,DE,variant,102
E0010273,S003592,U01019,product_view,2023-07-06,Android,DE,variant,297
E0010274,S003592,U01019,add_to_cart,2023-07-06,Android,DE,variant,48
E0010275,S003593,U01019,app_open,2023-07-22,Android,DE,variant,106
E0010276,S003593,U01019,product_view,2023-07-22,Android,DE,variant,31
E0010277,S003593,U01019,add_to_cart,2023-07-22,Android,DE,variant,45
E0010278,S003593,U01019,checkout_start,2023-07-22,Android,DE,variant,172
E0010279,S003593,U01019,payment_info,2023-07-22,Android,DE,variant,26
E0010280,S003593,U01019,order_placed,2023-07-22,Android,DE,variant,183
E0010281,S003594,U01019,app_open,2023-08-24,Android,DE,variant,227
E0010282,S003594,U01019,product_view,2023-08-24,Android,DE,variant,38
E0010283,S003594,U01019,add_to_cart,2023-08-24,Android,DE,variant,225
E0010284,S003595,U01019,app_open,2023-06-27,Android,DE,control,62
E0010285,S003595,U01019,product_view,2023-06-27,Android,DE,control,37
E0010286,S003596,U01020,app_open,2023-07-08,iOS,SK,control,262
E0010287,S003596,U01020,product_view,2023-07-08,iOS,SK,control,37
E0010288,S003596,U01020,add_to_cart,2023-07-08,iOS,SK,control,102
E0010289,S003597,U01020,app_open,2023-08-27,iOS,SK,control,122
E0010290,S003598,U01020,app_open,2023-06-19,iOS,SK,control,165
E0010291,S003598,U01020,product_view,2023-06-19,iOS,SK,control,230
E0010292,S003599,U01020,app_open,2023-08-06,iOS,SK,variant,294
E0010293,S003599,U01020,product_view,2023-08-06,iOS,SK,variant,263
E0010294,S003600,U01020,app_open,2023-07-01,iOS,SK,control,100
E0010295,S003600,U01020,product_view,2023-07-01,iOS,SK,control,33
E0010296,S003600,U01020,add_to_cart,2023-07-01,iOS,SK,control,43
E0010297,S003600,U01020,checkout_start,2023-07-01,iOS,SK,control,29
E0010298,S003600,U01020,payment_info,2023-07-01,iOS,SK,control,31
E0010299,S003600,U01020,order_placed,2023-07-01,iOS,SK,control,102
E0010300,S003601,U01021,app_open,2023-08-13,Android,DE,control,214
E0010301,S003601,U01021,product_view,2023-08-13,Android,DE,control,284
E0010302,S003601,U01021,add_to_cart,2023-08-13,Android,DE,control,275
E0010303,S003601,U01021,checkout_start,2023-08-13,Android,DE,control,171
E0010304,S003601,U01021,payment_info,2023-08-13,Android,DE,control,287
E0010305,S003601,U01021,order_placed,2023-08-13,Android,DE,control,144
E0010306,S003602,U01021,app_open,2023-07-05,Android,DE,variant,128
E0010307,S003602,U01021,product_view,2023-07-05,Android,DE,variant,224
E0010308,S003602,U01021,add_to_cart,2023-07-05,Android,DE,variant,162
E0010309,S003602,U01021,checkout_start,2023-07-05,Android,DE,variant,100
E0010310,S003603,U01022,app_open,2023-08-27,Android,DE,variant,134
E0010311,S003603,U01022,product_view,2023-08-27,Android,DE,variant,161
E0010312,S003603,U01022,add_to_cart,2023-08-27,Android,DE,variant,23
E0010313,S003603,U01022,checkout_start,2023-08-27,Android,DE,variant,199
E0010314,S003603,U01022,payment_info,2023-08-27,Android,DE,variant,19
E0010315,S003603,U01022,order_placed,2023-08-27,Android,DE,variant,29
E0010316,S003604,U01022,app_open,2023-07-18,Android,DE,control,8
E0010317,S003604,U01022,product_view,2023-07-18,Android,DE,control,163
E0010318,S003604,U01022,add_to_cart,2023-07-18,Android,DE,control,205
E0010319,S003605,U01023,app_open,2023-06-02,Android,PL,variant,75
E0010320,S003606,U01023,app_open,2023-08-26,Android,PL,variant,118
E0010321,S003607,U01023,app_open,2023-06-07,Android,PL,control,196
E0010322,S003608,U01023,app_open,2023-07-26,Android,PL,variant,189
E0010323,S003608,U01023,product_view,2023-07-26,Android,PL,variant,183
E0010324,S003609,U01024,app_open,2023-08-22,Android,CZ,control,239
E0010325,S003609,U01024,product_view,2023-08-22,Android,CZ,control,253
E0010326,S003609,U01024,add_to_cart,2023-08-22,Android,CZ,control,299
E0010327,S003609,U01024,checkout_start,2023-08-22,Android,CZ,control,248
E0010328,S003609,U01024,payment_info,2023-08-22,Android,CZ,control,132
E0010329,S003609,U01024,order_placed,2023-08-22,Android,CZ,control,162
E0010330,S003610,U01024,app_open,2023-08-02,Android,CZ,control,241
E0010331,S003610,U01024,product_view,2023-08-02,Android,CZ,control,295
E0010332,S003611,U01024,app_open,2023-06-06,Android,CZ,variant,171
E0010333,S003612,U01024,app_open,2023-06-11,Android,CZ,variant,295
E0010334,S003613,U01025,app_open,2023-06-03,Android,PL,variant,18
E0010335,S003613,U01025,product_view,2023-06-03,Android,PL,variant,221
E0010336,S003614,U01025,app_open,2023-07-05,Android,PL,control,162
E0010337,S003614,U01025,product_view,2023-07-05,Android,PL,control,121
E0010338,S003614,U01025,add_to_cart,2023-07-05,Android,PL,control,56
E0010339,S003614,U01025,checkout_start,2023-07-05,Android,PL,control,30
E0010340,S003614,U01025,payment_info,2023-07-05,Android,PL,control,218
E0010341,S003614,U01025,order_placed,2023-07-05,Android,PL,control,73
E0010342,S003615,U01025,app_open,2023-07-01,Android,PL,control,103
E0010343,S003616,U01025,app_open,2023-08-10,Android,PL,control,117
E0010344,S003617,U01025,app_open,2023-07-02,Android,PL,control,280
E0010345,S003617,U01025,product_view,2023-07-02,Android,PL,control,139
E0010346,S003617,U01025,add_to_cart,2023-07-02,Android,PL,control,88
E0010347,S003617,U01025,checkout_start,2023-07-02,Android,PL,control,278
E0010348,S003618,U01026,app_open,2023-06-27,Android,DE,control,116
E0010349,S003619,U01026,app_open,2023-06-24,Android,DE,variant,140
E0010350,S003619,U01026,product_view,2023-06-24,Android,DE,variant,191
E0010351,S003619,U01026,add_to_cart,2023-06-24,Android,DE,variant,211
E0010352,S003620,U01027,app_open,2023-07-23,iOS,PL,variant,22
E0010353,S003620,U01027,product_view,2023-07-23,iOS,PL,variant,175
